region,det_crop,status,gt_crop,gt_tag,pred_name,pred_tag,ocr_text
brooklyn,brooklyn__87__crop_001,TP,brooklyn__87__crop_001,amenity=veterinary,DOG DAYCARE,shop=pet,DOG DAYCARE
brooklyn,brooklyn__88__crop_001,TP,brooklyn__88__crop_001,shop=beauty,Blooming Brows,shop=beauty,Blooming Brows / 1476A Eyebrow Threading Waxing Facial Eyelashes Henna Tattoo 347-627-2700
brooklyn,brooklyn__89__crop_001,TP,brooklyn__89__crop_001,shop=beauty,Dreamer Nails,shop=beauty,Dreamer Nails / Inc. / 1487 Fulton St. SPA UV Gel Color Gel Tel: 718-221-8018
brooklyn,brooklyn__9__crop_001,TP,brooklyn__9__crop_001,amenity=restaurant,JOHN GARDEN,amenity=restaurant,JOHN GARDEN / 626 Chinese Food to Take out Tel:718-735-399
brooklyn,brooklyn__90__crop_001,TP,brooklyn__90__crop_001,amenity=post_office,AR POSTAL & MULTISERVICES,amenity=post_office,E-MAIL PHOTO COPY PRINT / SHIPPING BOXES PASSPORT PHOTOS FAX / WE SHIP BARRELS & BOXES WORLDWIDE / WU / 1495 / AR POSTAL
brooklyn,brooklyn__90__crop_002,TP,brooklyn__90__crop_002,,CUSTOM TAILORING KOYAKOYA,shop=clothes,CUSTOM TAILORING KOYAKOYA / &BYMOUSSA / ALTERATIONDeSigNETSME WoMWEA / CHILDREN / Specalizd Wme lothingEXTPERTIONSE347-2
brooklyn,brooklyn__91__crop_001,TP,brooklyn__91__crop_001,shop=hairdresser,Sogho Express,shop=hairdresser,AFRICAN 1497 and Beauty / EXPRESS / SOGHOE Professional HAIR BRAIDING / Beauty Salon / BRAIDING / 718-778-6505 Walk-ins 
brooklyn,brooklyn__91__crop_002,TP,brooklyn__91__crop_002,,CUSTOM TAILORING & KOYA,shop=clothes,CUSTOM TAILORING & KOYA / BY MOUSSA / ALTERATION Designers / EXPERTS / ALTERATIONS 347-200-7524 / 347-200-7524 1497 / CU
brooklyn,brooklyn__91__crop_003,TP,brooklyn__91__crop_003,,HAIR,shop=hairdresser,S1491 / SOGHO / HAIR / BRAIDING / ALLSTYLES&DESIGN718-778-6505WALKINWELCOME
brooklyn,brooklyn__92__crop_001,TP,brooklyn__92__crop_001,,149 Convenience,shop=convenience,1490 / 149 Convenience / SNACKS - SODA - HOT & COLD BEER - ATM & MORE
brooklyn,brooklyn__92__crop_002,TP,brooklyn__92__crop_002,shop=beauty,NAIL,shop=beauty,NAIL / 1488
brooklyn,brooklyn__92__crop_003,FP,,,1490,shop=convenience,1499 Centimos / 1490
brooklyn,brooklyn__93__crop_001,TP,brooklyn__93__crop_001,shop=hairdresser,AMINATA BRAIDING STYLING AND UNISEX HAIR SALON,shop=hairdresser,AMINATA / BRAIDING STYLING / AND UNISEX HAIR SALON / OPEN 7 DAYS A WEEK / MON-SAT 9:00 AM / 7:00 PM / SUN 10:00 AM - 7:0
brooklyn,brooklyn__93__crop_002,FP,,,RICK,amenity=restaurant,Origin / RICK / JAMAICAN AMERICAN REST
brooklyn,brooklyn__94__crop_001,TP,brooklyn__94__crop_002,amenity=restaurant,NEW PEOPLE'S RESTAURANT,amenity=restaurant,NEW PEOPLE'S RESTAURANT / CHINESE FOOD TO TAKE OUT / 1505 Fulton St / TEL:718-493-0334
brooklyn,brooklyn__94__crop_002,TP,brooklyn__94__crop_001,amenity=restaurant,RICK,amenity=restaurant,1503 / RICK / Y's / JAMAICAN / Original / 347-240-1900
brooklyn,brooklyn__94__crop_003,TP,brooklyn__94__crop_003,shop=hardware,WE CUT KEYS,shop=hardware,718.230.5254 / WE CUT KEYS / HARDWARE / DISCOUNT
brooklyn,brooklyn__95__crop_001,TP,brooklyn__95__crop_002,shop=hardware,WE CUT KEYS,shop=hardware,718.230.5254 WE CUT KEYS FULTON HOME CENTER WE CUT SHADES 1507 / HARDWARE / & DISCOUNT / ELECTRONICS
brooklyn,brooklyn__95__crop_002,TP,brooklyn__95__crop_001,amenity=restaurant,NEW PEOPLE'S RESTAURANT,amenity=restaurant,NEW PEOPLE'S RESTAURANT / CHINESE FOOD TO TAKE OUT / 1505 Fulton St TEL:718-493-0334
brooklyn,brooklyn__96__crop_001,TP,brooklyn__96__crop_001,shop=convenience,GOURMET DELI & GRILL,shop=convenience,Rockaway / GOURMET DELI & GRILL
brooklyn,brooklyn__97__crop_001,TP,brooklyn__97__crop_003,shop=convenience,GOURMET DELI & GRILL,shop=convenience,Rockaway / GOURMET DELI & GRILL
brooklyn,brooklyn__97__crop_002,TP,brooklyn__97__crop_002,shop=beauty,New Pro,shop=beauty,New Pro / NAILS / Inc. / 1494 Fulton 718-467-5516
brooklyn,brooklyn__97__crop_003,TP,brooklyn__97__crop_001,shop=beauty,K&M,shop=beauty,K&M / 2024 Google / BEALITY SLIPPLY / INC. / 1496
brooklyn,brooklyn__98__crop_001,FP,,,HIGH,amenity=cafe,HIGH / UNIVERSE
brooklyn,brooklyn__98__crop_002,TP,brooklyn__98__crop_001,shop=supermarket,BARGAINLAND,shop=supermarket,STORES / DEPARTMENT'S / BARGAINLAND / 718-221-2240 / BARGAINLAND / 1300 Fulton St
brooklyn,brooklyn__98__crop_003,TP,brooklyn__98__crop_003,shop=beauty,New Pro,shop=beauty,New Pro / NAILS Inc. / $ / 718-467-5516 / 1494 Fulton
brooklyn,brooklyn__98__crop_004,TP,brooklyn__98__crop_002,shop=beauty,K&M,shop=beauty,K&M / 2024 Google / BEAUTY SUPPLY INC. / 1496
brooklyn,brooklyn__98__crop_005,FP,,,ADC,shop=convenience,89 / 9C / ADC / MACKINTOSH
brooklyn,brooklyn__99__crop_001,FP,,,SUN,amenity=fast_food,SUN / 1513 WHOLESALE
brooklyn,brooklyn__99__crop_002,TP,brooklyn__99__crop_001,,UNISEX SALON AFRICAN BRAIDING,shop=hairdresser,8 / UNISEX SALON AFRICAN BRAIDING / TEL: 718-221-8001 / 1509 / Mbadugas VIP
suwon,suwon__1__crop_001,TP,suwon__1__crop_001,amenity=ice_cream,baskin Robbins,amenity=ice_cream,baskin Robbins / TM
suwon,suwon__1__crop_002,TP,suwon__1__crop_003,,금O,amenity=bar,다 / 246-1711 / 금O / 제연문의 031-234-7740 / FR. AE
suwon,suwon__10__crop_001,TP,suwon__10__crop_002,,Burzwa,amenity=bar,Burzwa
suwon,suwon__10__crop_002,TP,suwon__10__crop_003,amenity=cafe,ZOO COFFEE,amenity=cafe,도심속의 동물원 / ZOO COFFEE / 토실스러운 동물원 향기를
suwon,suwon__10__crop_003,TP,suwon__10__crop_001,shop=convenience,7-Eleven,shop=convenience,ELEVEN / 7-Eleven / 2016 Google
suwon,suwon__100__crop_001,TP,suwon__100__crop_001,amenity=restaurant,전주콩나물국밥,amenity=restaurant,일반음식점 / 예약문의 898-5509 시원하고 개운한 / 전주콩나물국밥
suwon,suwon__100__crop_002,FP,,,A흥남문,unknown,A흥남문 / 세종 특별시 전주중앙 - 배방 / 복숭아 / 배방읍
suwon,suwon__11__crop_001,TP,suwon__11__crop_001,shop=beauty,천사네일,shop=beauty,리 / 년 수원 / www.1004 / 동 / Future in the Nail / 천사네일 / 수원네일센타 천사네일(103호) T. 031-257-4041
suwon,suwon__12__crop_001,TP,suwon__12__crop_001,shop=hairdresser,JS미용재료,shop=beauty,JS미용재료 / T. 254-7722
suwon,suwon__13__crop_001,TP,suwon__13__crop_002,amenity=restaurant,백두김자탕,amenity=restaurant,AN / 백두김자탕 / 유습 / 박막례 김밥
suwon,suwon__13__crop_002,TP,suwon__13__crop_001,shop=bakery,Cake House,shop=bakery,Chou / Cake House / 255-3253
suwon,suwon__14__crop_001,TP,suwon__14__crop_001,amenity=internet_cafe,에이스 PC,amenity=internet_cafe,에이스 PC / 스포츠토토·바둑이·포커·고스톱 / 네이선 PC
suwon,suwon__15__crop_001,TP,suwon__15__crop_001,shop=hairdresser,헤어 디자인,shop=hairdresser,HAIR 커리어 헤어 디자인 / CARE / 피부예약상담 / Beauty for you / 010.9166.5725  010.5687.3099 / 헤어 헤어 디자인
suwon,suwon__15__crop_002,FP,,,23,amenity=bar,23
suwon,suwon__16__crop_001,TP,suwon__16__crop_001,amenity=parking,골드문주차장,amenity=parking,골드문주차장
suwon,suwon__17__crop_001,TP,suwon__17__crop_001,amenity=bar,마치,amenity=bar,마치 / 야간 / 포장마차 / 2746
suwon,suwon__18__crop_001,TP,suwon__18__crop_001,shop=laundry,삼정세탁,shop=laundry,삼정세탁 / 43-0243
suwon,suwon__19__crop_001,FP,,,권요,amenity=restaurant,권요 / T6-8 / 렌오
suwon,suwon__19__crop_002,TP,suwon__19__crop_001,shop=clothes,Total fashion,shop=clothes,b / Total fashion / 2022 Google / 이지네이션
suwon,suwon__2__crop_001,TP,suwon__2__crop_003,shop=mobile_phone,WORLD,office=building,WORLD
suwon,suwon__2__crop_002,TP,suwon__2__crop_004,amenity=karaoke_box,LaLa*COIN,amenity=cafe,LaLa*COIN
suwon,suwon__2__crop_003,TP,suwon__2__crop_001,,가마솥,amenity=restaurant,장 / 수 / 가전문 / 즉시개통 / 가마솥 / 가마솥 / 가마솥 / iPhone / iPhone XS Max / 중사게임
suwon,suwon__2__crop_004,TP,suwon__2__crop_002,shop=mobile_phone,WORLD,office=building,WORLD
suwon,suwon__2__crop_005,FP,,,SK telecom,shop=mobile_phone,SK telecom / 공식 인증대리점
suwon,suwon__2__crop_006,FP,,,WORLD,shop=mobile_phone,SK telecom / 공식 인증 대리점 / WORLD / 국식 인통 마력집
suwon,suwon__20__crop_001,TP,suwon__20__crop_001,amenity=pharmacy,권약국,amenity=pharmacy,권약국 / 국 / 256-8430
suwon,suwon__20__crop_002,TP,suwon__20__crop_002,amenity=pharmacy,권약국,amenity=pharmacy,권약국 / 권  Yakima 국 / T6-8490
suwon,suwon__20__crop_003,FP,,,아름다운,amenity=school,경습나 / 아름다운 / 길스타일
suwon,suwon__21__crop_001,TP,suwon__21__crop_001,amenity=restaurant,태평갈매기,amenity=restaurant,태평갈매기 / 인산유통화 255-4552
suwon,suwon__22__crop_001,FP,,,하늬,shop=beauty,달려라! 하늬 하늬 / 화장품 향수 / 할거래! 하늬!
suwon,suwon__23__crop_001,TP,suwon__23__crop_001,amenity=cafe,백학다방,amenity=cafe,백학다방 / T.256-7781 지하 / 배배삐뼈배 / 배학대방
suwon,suwon__24__crop_001,TP,suwon__24__crop_001,,LG,shop=mobile_phone,SPEED / 이동통신 / 한슬PCS / One Shot 018 / 신세기물산 예일음악사 / LG 10 PCS / T.255-5538 / 신세기 통신 마법 / FC16 FREE TEL / LG 010
suwon,suwon__25__crop_001,TP,suwon__25__crop_001,amenity=cafe,로맨틱,amenity=cafe,로맨틱 커피숍 / 호 / 매우 뽀
suwon,suwon__25__crop_002,TP,suwon__25__crop_002,amenity=pharmacy,올림픽약국,amenity=pharmacy,모범약국 / 올림픽약국 / Paragon Pharmacy
suwon,suwon__26__crop_001,TP,suwon__26__crop_001,tourism=hotel,조이모텔,tourism=hotel,조이모텔 / 리텔
suwon,suwon__27__crop_001,FP,,,셀인,shop=beauty,e / G / e / 셀인 / 셀림밀
suwon,suwon__27__crop_002,TP,suwon__27__crop_001,amenity=fast_food,한일통닭,amenity=restaurant,2021 Google / 한일통닭
suwon,suwon__28__crop_001,TP,suwon__28__crop_001,amenity=restaurant,설미순대국,amenity=restaurant,1 / 설미순대국 / 샐미손대국 / T.254-7478
suwon,suwon__28__crop_002,FP,,,에어컨,shop=car_repair,가 / 스 / 주입 / 에어컨 에어컨 / 전장형용 에어컨 / 역습용 방납내방기 / 에어컨 이전설치
suwon,suwon__28__crop_003,FP,,,한일통,shop=clothes,© 2021 Google / 한일통
suwon,suwon__29__crop_001,TP,suwon__29__crop_001,tourism=hotel,MALU HOTEL,tourism=hotel,MALU HOTEL
suwon,suwon__3__crop_001,FP,,,상북FC,amenity=restaurant,뽑 / 국내 건강을 끌어올리는 상북FC / 왕해물 / 고객님과 함께 성장하는 상륙FC
suwon,suwon__3__crop_002,FP,,,돼지,amenity=restaurant,랑 / 돼지 / 오
suwon,suwon__3__crop_003,TP,suwon__3__crop_001,amenity=restaurant,돼랑,amenity=restaurant,"성봉돼랑 / 생방송 세상의아침"" / 1194 / 돼랑 / 사랑을 세상의 아름다움으로 / 2019.11.18 TV 방영"
suwon,suwon__31__crop_001,TP,suwon__31__crop_001,amenity=restaurant,두부해물마을,amenity=restaurant,두부해물마을 / 최가네 / (031)211-5063/단체예약원
suwon,suwon__32__crop_001,TP,suwon__32__crop_001,amenity=restaurant,신바람돼지주물럭,amenity=restaurant,연회석완비 / 단체환영 / 신바람돼지주물럭 / 212-2337 / 일반음식점
suwon,suwon__33__crop_001,TP,suwon__33__crop_001,shop=car_repair,동수원모터스,shop=car_repair,W 하우주 스즈키 수원대리점 / 동수원모터스 T.211-7120 SUZUKI
suwon,suwon__33__crop_002,FP,,,가야솥,amenity=restaurant,mLOEOO / 가야솥 / T / T. 217 / 가파술
suwon,suwon__33__crop_003,FP,,,동수원모터스,shop=car_repair,W 하우주 스즈키 수원대리점 / 동수원모터스 T.211-7120 SUZUKI
suwon,suwon__34__crop_001,TP,suwon__34__crop_001,amenity=restaurant,예감!,amenity=restaurant,jctgat co.kr / 족갈비전문점 예감! / 쪽갈비전문점 / 매란점 일반음식점 / www.jckgdbi.co.kr / 031-686-9753 / 조갑비전문점 / since 2000 / 에값! / 031-214-
suwon,suwon__35__crop_001,TP,suwon__35__crop_001,amenity=restaurant,용인 전통 순대국,amenity=restaurant,24시 / 용인 전통 순대국 / 매탄점 031-213-5279
suwon,suwon__36__crop_001,TP,suwon__36__crop_001,amenity=restaurant,KBS,office,KBS / 대구에서 왔습니다! / 216-2766 / SBS V채널 / MBC / MBC / 대구에 와줘서 감사합니다! / 대구엔 야를 딱촹
suwon,suwon__36__crop_002,TP,suwon__36__crop_002,amenity=bar,노래하는 포장마차,amenity=bar,"노래하는 / 포장마차 / 지 / 하철 / 호트소주 막갈라 학주 어0 4143 3145 / 저 한철 / 호프, 소주, 막걸리, 맥주 010-4143-3145"
suwon,suwon__37__crop_001,TP,suwon__37__crop_001,amenity=restaurant,미가택식료점,shop=convenience,미가동 / 213-8025 / 미가택식료점
suwon,suwon__37__crop_002,TP,suwon__37__crop_002,amenity=restaurant,吳 욱힌한 남자,amenity=restaurant,못 육회한 남자 / 吳 욱힌한 남자 / 味覺 EP家
suwon,suwon__37__crop_003,FP,,,편떡장,amenity=restaurant,편떡장 / 지도(제목 없음) / 지도에 대한 설명을 입력하세요 / 12-1814 / ©2015 Google
suwon,suwon__37__crop_004,FP,,,킹어나라,amenity=restaurant,킹어나라 / 951 www.ikanara.com / 일가라
suwon,suwon__37__crop_005,FP,,,경록식당,amenity=restaurant,정육식당 / T.2 / Meat Restaurant / 경록식당
suwon,suwon__38__crop_001,TP,suwon__38__crop_001,,덮,amenity=restaurant,©2019 Google / 덮
suwon,suwon__39__crop_001,TP,suwon__39__crop_001,amenity=restaurant,허제감자탕,amenity=restaurant,허제감자탕 / 모듬두부 / 031-214-3716
suwon,suwon__4__crop_001,TP,suwon__4__crop_001,,동태탕,amenity=restaurant,복 / 동태탕 / 왕해물찜 / T. 252-0678 / 2 축제 전주한옥 경주FC / 앙해불찜
suwon,suwon__40__crop_001,TP,suwon__40__crop_001,amenity=bar,Bobos,amenity=bar,BAR / Bobos
suwon,suwon__41__crop_001,TP,suwon__41__crop_001,amenity=restaurant,한라돈,amenity=restaurant,한라돈 / 단체예약: 215-9662
suwon,suwon__41__crop_002,FP,,,,unknown,
suwon,suwon__41__crop_003,FP,,,구전호프,amenity=bar,구전호프 / PALACE HOX
suwon,suwon__42__crop_001,TP,suwon__42__crop_003,amenity=restaurant,아리랑 빈대떡,amenity=restaurant,아리랑 빈대떡 / 아리랑 빈택 / 211-4163
suwon,suwon__42__crop_002,TP,suwon__42__crop_001,amenity=bar,BoBoS,amenity=bar,BAR / BoBoS
suwon,suwon__42__crop_003,TP,suwon__42__crop_002,amenity=restaurant,독리아 족보쌈,amenity=restaurant,독리아 족보쌈 / 창업문의 1544-0711 / 톡리마 풋발쎠 / 매탄칼
suwon,suwon__43__crop_001,TP,suwon__43__crop_001,amenity=restaurant,통큰해물,amenity=restaurant,통큰해물 / T. 215-1188 / 동근해물
suwon,suwon__44__crop_001,TP,suwon__44__crop_001,amenity=cafe,세렌디피티,amenity=cafe,O / 세프 / 빨래 / Coffee / Sandwich / Take-out / serendipity / 세렌디피티
suwon,suwon__44__crop_002,FP,,,블랙탱,amenity=bar,갈래방 / 매탄점 / 블랙탱
suwon,suwon__45__crop_001,TP,suwon__45__crop_002,amenity=restaurant,복부분식,amenity=restaurant,"복부분식 / (구, 부부분식) 212-5563 일반음식점 / 북부상량"
suwon,suwon__45__crop_002,TP,suwon__45__crop_001,amenity=restaurant,여왕통골뱅이,amenity=restaurant,여왕통골뱅이 / 여향동콜배이 / T. 212-3382
suwon,suwon__45__crop_003,FP,,,사무소스,office=company,사무소스
suwon,suwon__46__crop_001,TP,suwon__46__crop_002,shop=hairdresser,디자인헤어,shop=hairdresser,디자인컷 / 플리닉펌 / Hair / Day Hair / • 클래식 펌
suwon,suwon__46__crop_002,TP,suwon__46__crop_001,amenity=restaurant,김밥친구,amenity=restaurant,"24 / 김밥친구 / 김밥 친구군 김밥 친구양 / 217-0799, 217-0790"
suwon,suwon__47__crop_001,TP,suwon__47__crop_002,office=estate_agent,굿모닝,office=estate_agent,공인중개사 / 굿모닝 / 사무소 / 등록번호:가3682-1400 대표:박경은 / T.217-0030 / 굿인종개사 / T.217–OO3O
suwon,suwon__48__crop_001,TP,suwon__48__crop_001,amenity=restaurant,황소고집,amenity=restaurant,황소고집 / 한우곱창 / T.031-8002-8523 / 창업문의 031)216-8253 Since 1995 / 한우공장 / 찬합 / 청업문의 / 매탄점
suwon,suwon__48__crop_002,TP,suwon__48__crop_002,amenity=restaurant,불날개닭,amenity=fast_food,또 / 불날개닭 / 치킨 / 호 / 포장 배달 / 슬로우 구이 맛 / 불낙 게장 백 / 213-8792
suwon,suwon__49__crop_001,TP,suwon__49__crop_001,shop=hardware,세진상사,shop=hardware,기 / 세진상사 전 기 / 건축자재 / 010-5098-7449 016-357-8849
suwon,suwon__50__crop_001,TP,suwon__50__crop_002,shop=beauty,G. G. Be,amenity=cafe,G. G. Be / T.216-2585 / cafe.naver.ggbenail / 지(지)네일##
suwon,suwon__50__crop_002,TP,suwon__50__crop_001,shop=hairdresser,조순헤어샵,shop=hairdresser,조순헤어샵 / 214 / 소순헤어살
suwon,suwon__51__crop_001,TP,suwon__51__crop_001,office=estate_agent,비젼 공인중개사,office=estate_agent,비젼 공인중개사 / 사무소 / 212-4488
suwon,suwon__52__crop_001,TP,suwon__52__crop_001,shop=hairdresser,모나리자,shop=hairdresser,모나리자 / 미용실 / 2F
suwon,suwon__53__crop_001,TP,suwon__53__crop_001,amenity=restaurant,수촌치킨,amenity=fast_food,FRIED & HOF / 수촌치킨 / Socin Chicken / CHICREN 매산점 / 수제치킨전문점 CHICKEN 매산점 / SoOchon / 수제 튀김 전문점 / 매산점 T. 248-3618 / 본점 T. 0
suwon,suwon__54__crop_001,TP,suwon__54__crop_001,amenity=restaurant,북촌손님,amenity=fast_food,피생면 / 북촌손님 / 가맹점문의    포장 배달 / T.302-7157 / 부천본점 찌개뎐 / 가맹점문의 1588-0397
suwon,suwon__55__crop_001,TP,suwon__55__crop_001,amenity=fast_food,불닭발,amenity=restaurant,불닭발 / 동대문 / 수원약령 / 떡볶이 포장 가능 / 244-8592 / 복불복밥 / THE HOT FOOD / 닭갈비부이 / 수원역점
suwon,suwon__56__crop_001,TP,suwon__56__crop_001,,삼아,shop=furniture,삼아 / 주단. / 이불 / 버티칼 / 커텐 / 혼수용품 / TEL.252-6686
suwon,suwon__57__crop_001,TP,suwon__57__crop_001,amenity=pharmacy,약,amenity=pharmacy,약
suwon,suwon__58__crop_001,TP,suwon__58__crop_002,amenity=restaurant,한솥,amenity=restaurant,한솥 / 파끈한 도시락 / T. 258-0061
suwon,suwon__58__crop_002,TP,suwon__58__crop_001,shop=clothes,BYC바이이씨,shop=clothes,역전BYC / BYC바이이씨 / 243-5453 / 바이오에이씨
suwon,suwon__58__crop_003,FP,,,수제치킨전문점,amenity=fast_food,수제치킨전문점
suwon,suwon__59__crop_001,FP,,,웰치과,amenity=clinic,TATTOO헤나 / 수구 황금의 집 남성컷 / 동나물국밥248-6348 웰치과241-2828 / 면사원 / 저수원탕복국밥 / 확그의 집 / 244-8348 / 4F (주)아이엔 / 3F 수원행복지업소개소 / 2F 웰
suwon,suwon__59__crop_002,FP,,,영광II,amenity=restaurant,"영광피 / TEL, 235-29 / 영광II"
suwon,suwon__6__crop_001,FP,,,Food Depot,amenity=restaurant,19 / FD / Food Depot / TEL. / ㈜프랑스고객 / 세한침 모집 226-8111
suwon,suwon__6__crop_002,FP,,,날려보자!!,amenity=karaoke_box,스토레스 / 날려보자!! / 노래는 빵빵 달려보자!! / 빵빵
suwon,suwon__6__crop_003,FP,,,사용하라,office=company,사용하라 / 안전제한속도
suwon,suwon__6__crop_004,TP,suwon__6__crop_001,,노리존,amenity=internet_cafe,CCEE ! / 디스코팡팡 / ZONE / 노리존 / www.norizone.net / NORT
suwon,suwon__60__crop_001,TP,suwon__60__crop_001,amenity=pharmacy,한빛약국,amenity=pharmacy,한빛약국
suwon,suwon__60__crop_002,TP,suwon__60__crop_002,amenity=pharmacy,야키,amenity=restaurant,약 / 야키
suwon,suwon__61__crop_001,TP,suwon__61__crop_002,amenity=restaurant,아른 콩나물국밥,amenity=restaurant,아른 콩나물국밥 / 농업마트 / 레알마토 / 청수통닭 / 코니마구 / 골목국밥 / 용산로타리 / 02-798-4653
suwon,suwon__61__crop_002,TP,suwon__61__crop_001,amenity=restaurant,전주콩나름황금의지,amenity=restaurant,전주콩나름황금의지 / 황금의 집 / TATTOO헤나 / 3F / 콩나물국밥경 / 귀금속전문점 244-8348 / 수원역점 244-9996 2F웰치과 / 저수골농원 / 공나물국밥 / 수현역점 244-9996 / 귀금숙
suwon,suwon__62__crop_001,TP,suwon__62__crop_002,amenity=pharmacy,권약국,amenity=pharmacy,권약국 / 국 / 6-8490
suwon,suwon__62__crop_002,TP,suwon__62__crop_001,amenity=pharmacy,퀸약,amenity=pharmacy,국 / 퀸약 / 056-8430
suwon,suwon__63__crop_001,TP,suwon__63__crop_001,amenity=restaurant,곤트레 밥집,amenity=restaurant,곤트레 밥집 / 산이대린.밥상 / 선.이.네.밥.상 / 몬데니쌀집
suwon,suwon__64__crop_001,TP,suwon__64__crop_001,amenity=restaurant,곤드레밥집,amenity=restaurant,곤드러니 밥집물 / 곤데레뱅질
suwon,suwon__65__crop_001,TP,suwon__65__crop_001,office=estate_agent,대우 마이몸,office=estate_agent,대우 마이몸 / 공인중개사 / 오영창 사무소 / 222-8923
suwon,suwon__65__crop_002,FP,,,VALE,unknown,VALE
suwon,suwon__66__crop_001,TP,suwon__66__crop_001,office=estate_agent,대우 마이몸,office=estate_agent,대우 마이몸 / 공인중개사 / 오영창 사무소 / 222-8923
suwon,suwon__66__crop_002,TP,suwon__66__crop_002,shop=clothes,VALENTI,amenity=school,김 / VALENTI / 어대어 용직수업 / 판전설 / 여의나루역 5층
suwon,suwon__67__crop_001,FP,,,어부돈가,amenity=restaurant,어부돈가 / Korean Restaurant / 예부론가
suwon,suwon__68__crop_001,TP,suwon__68__crop_001,shop=clothes,VALENTI,amenity=bar,VALENTI 편집산 / 이태리 명품 직수입 / 편자살 / 본대利名牌
suwon,suwon__68__crop_002,FP,,,마이홈,office=estate_agent,마이홈 / 통인중개사 / 오청동사무소 / 8923 / 종언흥기사 / 오행복사우
suwon,suwon__69__crop_001,FP,,,사랑,amenity=restaurant,업체 / 사랑 / 정비
suwon,suwon__69__crop_002,TP,suwon__69__crop_001,shop=car_repair,신성 자동차,shop=car_repair,2019 Goog / 사 / TEL238-311 / 신성 자동차
suwon,suwon__7__crop_001,TP,suwon__7__crop_001,shop=clothes,샤랄라 사람사,shop=hairdresser,"sharalla Brush / 샤랄라 사람사 T.2588117 / 1,258,8117"
suwon,suwon__70__crop_001,TP,suwon__70__crop_001,shop=car_repair,신성공업사,shop=car_repair,N / U / 특수열검사행/검사대행/경정비 / T:238-1311 / 자동차 손해보험사 지정업체 / 신성공업사
suwon,suwon__72__crop_001,TP,suwon__72__crop_001,amenity=restaurant,골목집,amenity=restaurant,골 / 목집 / 236-5538
suwon,suwon__73__crop_001,FP,,,복집,amenity=restaurant,복집
suwon,suwon__73__crop_002,TP,suwon__73__crop_002,amenity=restaurant,유치회관,amenity=restaurant,유치회관 / 출원:0002054호 / 234-6275 / 일반음식점
suwon,suwon__73__crop_003,TP,suwon__73__crop_001,amenity=restaurant,원조,amenity=restaurant,40년 전통의 맛 / 원조 / 해장국·수육
suwon,suwon__74__crop_001,TP,suwon__74__crop_001,amenity=restaurant,순밥국,amenity=restaurant,세 / 타 / 24 / 순밥국 / 4900방 / 송래국
suwon,suwon__75__crop_001,TP,suwon__75__crop_001,amenity=school,통청천학습상당센터,amenity=school,"교육상담 / 통청천학습상당센터 / 235,3000 / 교육그룹 정진 / FirstClass 교육그룹 정신 / www.gojnj.net / 1 FirstClass Education"
suwon,suwon__76__crop_001,TP,suwon__76__crop_002,amenity=karaoke_box,럭서리 노래방,amenity=karaoke_box,라노래장 / 럭서리 노래방 / 세시아
suwon,suwon__76__crop_002,TP,suwon__76__crop_001,shop=beauty,24시 정통마사지,shop=beauty,24시 정통마사지 / Massage shop / 회원제 쿠폰사용시 특별할인 / 예약: 231-2144
suwon,suwon__78__crop_001,TP,suwon__78__crop_001,tourism=hotel,모텔,tourism=hotel,모텔 스타일주차장
suwon,suwon__8__crop_001,TP,suwon__8__crop_001,amenity=pharmacy,경훈약국,amenity=pharmacy,경훈약국 / 각
suwon,suwon__80__crop_001,FP,,,기사식,amenity=restaurant,e / 기사식
suwon,suwon__80__crop_002,TP,suwon__80__crop_001,,카스토스,amenity=bar,Cass / OKs' / 생맥주전문점 / 카스토스 체인본부 / 인계본점 267-0331 / 색매즈전마점 / 카스톡스 체인본부 (02-571-3222)
suwon,suwon__81__crop_001,FP,,,쥬씨골집,amenity=restaurant,사 / 쥬씨골집 / T233-2453 / 서산골방
suwon,suwon__81__crop_002,FP,,,LION PC,amenity=internet_cafe,LION PC / PC
suwon,suwon__82__crop_001,FP,,,시골집,amenity=restaurant,시골집 / B시골집 / T 233-2453
suwon,suwon__83__crop_001,TP,suwon__83__crop_001,amenity=restaurant,시온성,amenity=restaurant,Chinese restaurant / 시온성 / 휴국요리전문점 시온성 223-7747
suwon,suwon__84__crop_001,TP,suwon__84__crop_001,shop=furniture,엔틱 가구,shop=furniture,수입 엔틱 가구 / 엔틱 가구
suwon,suwon__85__crop_001,TP,suwon__85__crop_001,amenity=restaurant,대게나라,amenity=restaurant,대게/킹크랩/랍스터 / 데이터/킹크랩/랍스터 / 대게 나라 수원점 239-711
suwon,suwon__86__crop_001,TP,suwon__86__crop_001,shop=furniture,엔틱가구,shop=furniture,수입엔틱가구 / 엔틱가구 / 서울엔텍기구
suwon,suwon__86__crop_002,TP,suwon__86__crop_002,shop=furniture,VERONA,shop=furniture,ae / 엔탁 / 223-9449 / verona korea.co.kr / VERONA / 엔틱 전체관
suwon,suwon__87__crop_001,TP,suwon__87__crop_001,tourism=hotel,ILMARE,tourism=hotel,HOTEL / ILMARE
suwon,suwon__88__crop_001,FP,,,영수미사,amenity=restaurant,영수미사
suwon,suwon__89__crop_001,TP,suwon__89__crop_001,amenity=parking,러리,amenity=pharmacy,러리 / P유료주차장 / T:233-7790
